Date/Time,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 02/08  04:00:00,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28952488.667926833 ,28948437.60455243 ,28942595.402391892 ,30403625.584305923 ,30399497.82470962 ,30393508.604137093 ,28574885.44339329 ,28573367.682892624 ,28570994.654662065 ,29088528.213208154 ,29085163.491298553 ,29080053.17739167 ,30723870.22327344 ,30719757.098198652 ,30713706.914820842 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28559860.476258576 ,28559117.492040955 ,28557979.068847544 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 
 02/08  05:00:00,32515059.472043477 ,32515059.472043477 ,32515059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28569586.447509617 ,28567841.88847573 ,28565333.03712921 ,29495699.16632382 ,29492401.675168138 ,29487229.56011128 ,28395563.057025854 ,28394601.52867601 ,28393078.18835441 ,28680678.75820644 ,28679729.772096124 ,28678284.022001177 ,30092625.477853514 ,30088647.33560947 ,30082803.839328736 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28458255.106594477 ,28457505.432680838 ,28456357.407418083 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 
 02/08  06:00:00,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,60263101.246753395 ,60261419.5897412 ,60259001.23378134 ,61201556.423853725 ,61197972.963097245 ,61192820.9614191 ,60260836.49483192 ,60259817.82078562 ,60258204.18251756 ,60667659.06559307 ,60663189.60749923 ,60655721.03711812 ,62759883.52309903 ,62755871.821023025 ,62749975.31374629 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,59734126.3717243 ,60131514.52434866 ,60130779.27798421 ,60129654.043346025 ,64054126.3717243 ,64054126.3717243 ,64054126.3717243 
 02/08  07:00:00,89498224.42219397 ,89499579.08561143 ,89501483.72201747 ,85014092.27524284 ,85015557.01240899 ,85017748.46965393 ,84730131.89426525 ,84730684.9308772 ,84731463.89251292 ,84709710.71312758 ,84709710.71312758 ,84709710.71312758 ,85824079.74357963 ,85818434.90812677 ,85810086.98823683 ,86656815.40184003 ,86652973.48149846 ,86647423.54927503 ,86224035.77597667 ,86218949.41003698 ,86211182.27526076 ,86359773.43191212 ,86355767.10049506 ,86349717.99482474 ,88965433.54331309 ,88961488.44734249 ,88955687.41444987 ,89274016.05943865 ,89275169.5656611 ,89276840.83629735 ,89802171.25516023 ,89805127.39418882 ,89809245.27442406 ,89319196.39490107 ,89321014.7154706 ,89323431.34078163 ,84730696.52690895 ,84731803.65240653 ,84733262.5170832 ,84734088.27949417 ,84734362.44089594 ,84734765.12483759 ,85840438.81915648 ,85837830.56504688 ,85833913.68411618 ,90337363.55852585 ,90340073.86122522 ,90343932.96107765 
 02/08  08:00:00,242980123.37265068 ,241633022.4043975 ,239703885.16059357 ,252705125.681793 ,251171006.4381836 ,248893056.48367596 ,230897775.55594358 ,229439728.73707977 ,227355872.85555002 ,231817228.91365862 ,230257905.06732714 ,228037128.0126095 ,215932546.1999336 ,214122918.21811956 ,211537836.48017693 ,222054432.18971875 ,220234405.60482687 ,217629770.97395805 ,218893272.45414102 ,217307736.89716658 ,215086421.40622476 ,229763955.31653395 ,228156471.10433668 ,225939232.0698328 ,231251200.7719018 ,229250633.86200985 ,226393098.01051372 ,254478396.07320648 ,252799441.8308266 ,250396151.10769615 ,270659474.27029973 ,269025826.22293264 ,266692320.50464594 ,268891157.79550505 ,267430755.4489036 ,265354994.9878783 ,246247424.55244598 ,244641693.9030792 ,242348810.96837232 ,246004560.41244328 ,244249071.81103796 ,241742749.22821164 ,242868231.90895286 ,241187682.6100452 ,238761101.50979236 ,291589323.20412374 ,289849423.35683143 ,287355415.57282 
 02/08  09:00:00,234705949.8479668 ,233348391.07457566 ,231405544.53077132 ,254442508.18181074 ,252770166.58998778 ,250432574.56984705 ,231777945.7016284 ,230301395.89614242 ,228190579.02064934 ,231758533.5763567 ,230192972.5490346 ,227961627.0932218 ,228999908.21043357 ,227176160.43201482 ,224570627.2243752 ,237718152.1458981 ,235854234.05715007 ,233192900.4667494 ,227389391.17768577 ,225568137.40821803 ,222970577.85472792 ,240552426.1373216 ,238648647.5371116 ,235940968.47174597 ,249848890.0021093 ,247844297.10015017 ,244983269.9683571 ,246210749.40494815 ,244543061.7247923 ,242156705.52694592 ,253351861.87591624 ,251674636.62525648 ,249297866.5596233 ,252846830.36792776 ,251224376.8910785 ,248930691.59800118 ,249168812.52768752 ,247514237.22550765 ,245150727.07225817 ,243748340.23104593 ,241951978.69917908 ,239387663.97143376 ,247669578.5949822 ,245550210.62784922 ,242537418.94006735 ,271290207.8533947 ,269354243.2629333 ,266591157.81175014 
 02/08  10:00:00,241156582.64594546 ,239740731.0840727 ,237772470.21476287 ,257791133.70549092 ,256245212.70567983 ,254037315.7976149 ,241020859.815302 ,239541986.0740422 ,237428160.38245985 ,241942588.47952113 ,240348209.9008664 ,238062423.51618883 ,251809050.42138234 ,249982972.01302502 ,247374254.67349756 ,259575967.19929355 ,257705622.72320008 ,255033533.09047 ,247046103.08820274 ,245197479.12783772 ,242556003.74150792 ,262371943.811263 ,260428985.08500928 ,257652933.05640823 ,272529760.0929165 ,270522645.55763704 ,267653324.42186236 ,260573019.53024754 ,258538335.65209943 ,255683958.91340825 ,252951963.54972 ,251227932.5895586 ,248843223.75510114 ,258913689.00269896 ,257327826.553826 ,255084626.83559108 ,264254409.09086147 ,262576945.94667444 ,260184957.29776284 ,263642213.35831678 ,261433988.27418965 ,258352453.71355003 ,269479690.71510345 ,267384074.67299092 ,264343638.68546748 ,271088385.4789447 ,269246801.1514367 ,266618114.91107893 
 02/08  11:00:00,222075368.83369502 ,220674847.94176126 ,218697927.94531006 ,240148893.8254758 ,238590133.8198124 ,236360310.62180868 ,222813896.6479225 ,221325072.04885998 ,219196797.05280116 ,233589823.45966434 ,231883882.7190471 ,229263582.08324447 ,239631954.6999421 ,237736954.4657675 ,235036782.14522117 ,245656899.8434179 ,243785834.02453646 ,241112680.99884906 ,235118923.1177663 ,233270379.75192595 ,230628979.15276146 ,248564909.94836316 ,246621246.2644319 ,243843999.684859 ,260361545.99932277 ,258237909.68485567 ,255208326.98901042 ,245684107.60362303 ,243617811.51947266 ,240665800.7611309 ,223226425.71427423 ,221377151.70405665 ,218732926.53567854 ,235467344.95423728 ,233813693.90950668 ,231472557.5972746 ,244700337.17590278 ,242649938.71128908 ,239791284.09870762 ,250817444.37106493 ,248582570.76754248 ,245389425.08381987 ,252298643.55061573 ,250173191.54625475 ,247133228.34505826 ,247979254.29537833 ,245794711.91514307 ,242752811.00512624 
 02/08  12:00:00,224160239.93029258 ,222779994.3729639 ,220805457.8680302 ,236274340.75944287 ,234593421.2292042 ,232191254.8902361 ,237609509.61217093 ,236154226.3798058 ,233903564.16294736 ,240912954.55199647 ,238978710.98736638 ,236230655.89642158 ,267512023.76270214 ,265207000.57288945 ,261917595.85388643 ,250232295.20936656 ,248353212.56785828 ,245668641.46650362 ,243481757.425062 ,241625281.93283346 ,238972310.86295086 ,268318153.38088512 ,266167118.21266377 ,263091869.19235283 ,304036614.98263335 ,301512817.2619619 ,297906186.2795575 ,252559534.16905025 ,250491898.4069838 ,247537929.5618374 ,224109882.04465604 ,221980628.84396517 ,218946846.5024587 ,237387941.96133423 ,235469088.72102076 ,232731834.38017365 ,247993842.74476558 ,245918679.6321583 ,242954867.21741104 ,257094345.9232823 ,254858408.5595642 ,251663718.31957603 ,257722794.12814516 ,255590792.29977885 ,252543191.988214 ,253671463.70696104 ,251369282.1653781 ,248087353.28498578 
 02/08  13:00:00,261297522.7369241 ,259918305.22538012 ,257944935.09115013 ,272713329.89981383 ,270806137.5753393 ,268022071.82516032 ,280074237.64245373 ,278377988.65041286 ,275901660.89819884 ,284613445.77354455 ,282658052.11372745 ,279862494.2779519 ,339629049.36163443 ,337295089.49736524 ,333959063.9798741 ,292338464.02152616 ,290461231.82153547 ,287779283.1942814 ,311792462.21228945 ,309650205.3077403 ,306587605.2069993 ,360567414.3038209 ,358086058.9634135 ,354536764.95186406 ,375839905.4771529 ,373293103.3142202 ,369653532.63352233 ,322670369.23745644 ,320129904.52628124 ,316500351.3519783 ,268880988.12419516 ,266736417.56533733 ,263673102.42595744 ,280090767.76779234 ,278124824.31863683 ,275331723.2813273 ,285042922.71069324 ,282960258.17255086 ,279984449.0734974 ,301956111.00797164 ,299718871.61278987 ,296522198.9420372 ,313636126.9491809 ,311097272.4753991 ,307469942.5202447 ,298584990.28748006 ,296281594.03711677 ,292990589.96049523 
 02/08  14:00:00,248601747.45563874 ,246945706.8024065 ,244582425.06397223 ,277511639.05578846 ,275558434.3217407 ,272767815.97028804 ,281427429.92994744 ,279532190.0397578 ,276817659.55332696 ,286795112.19432104 ,284819995.5669128 ,281993744.40313613 ,359271608.1402936 ,356946248.1056765 ,353622469.73311204 ,292420372.35254616 ,290543979.97666496 ,287863255.47001666 ,353341543.8450082 ,350984710.4058399 ,347614972.97626716 ,351662825.69032645 ,349209022.4548924 ,345700083.1531552 ,389639299.99221736 ,387098383.0121155 ,383468860.1098282 ,366652801.751859 ,364014703.3547238 ,360246345.22148967 ,273790290.15080076 ,271643972.7248273 ,268581534.1591666 ,278937027.00716114 ,276961117.9882949 ,274137885.4577827 ,288845063.3622566 ,286761682.4085735 ,283784811.2450831 ,303312377.05013347 ,301075280.4145115 ,297878841.4728969 ,347093422.75142646 ,344385896.10027015 ,340517829.2857049 ,299831628.3301504 ,297528163.34185135 ,294236574.4426821 
 02/08  15:00:00,252004755.30781484 ,250341551.6239627 ,247966416.87004602 ,281491728.48271906 ,279537407.0928501 ,276745498.64939094 ,280520506.27071726 ,278625118.42013144 ,275914570.70097667 ,286742815.5803648 ,284764977.5809492 ,281938815.7691479 ,363293079.50627863 ,360963938.5175356 ,357634818.1864479 ,290617423.0137386 ,288741786.1926831 ,286062151.662197 ,329355265.9331191 ,327094580.595659 ,323862625.9487969 ,323632289.38343227 ,321213488.71673006 ,317755531.5932477 ,358179051.685245 ,355655054.81954205 ,352055358.9544399 ,364036462.25204813 ,361402519.72469723 ,357641973.26885974 ,271774491.87573266 ,269630798.6212067 ,266568506.96413916 ,276329707.01850355 ,274353818.71223944 ,271530598.16892356 ,289478444.721803 ,287395110.14627796 ,284418274.03143734 ,301835900.857745 ,299599148.7141728 ,296403212.45856845 ,362180266.96027625 ,359473123.900807 ,355605418.3075159 ,297686905.7815483 ,295383513.0603159 ,292092499.8662414 
 02/08  16:00:00,249204724.62188137 ,247541632.86517757 ,245166403.92354223 ,278924213.8509462 ,276969705.36666554 ,274177756.85472035 ,276856737.89466286 ,274961593.5376314 ,272253712.7100599 ,283572668.75802577 ,281595693.88741237 ,278770898.977675 ,353744638.5199981 ,351418131.0214415 ,348092842.573293 ,286681714.5492409 ,284807103.238018 ,282128933.3683299 ,282039064.1005831 ,280186238.7455076 ,277538303.05573 ,312911262.9264382 ,310488222.80272007 ,307022487.72591186 ,315033149.565234 ,312548383.02833664 ,309001609.7210453 ,333046927.7221628 ,330414660.4139918 ,326655500.04476273 ,269740882.2178242 ,267597984.55981255 ,264536724.32425886 ,269247854.5538933 ,267272667.19255418 ,264450482.62153453 ,284615297.8547572 ,282532636.02202195 ,279556776.2842684 ,297641963.9242248 ,295405736.352397 ,292210572.86354727 ,365105711.3611638 ,362400487.42151535 ,358535519.9511719 ,292018350.5714153 ,289716359.63301015 ,286427372.9228475 
 02/08  17:00:00,241905291.85309732 ,240243042.896648 ,237868849.83797476 ,270610720.5158065 ,268657114.8327863 ,265866557.94018742 ,268571849.6540456 ,266678052.07934338 ,263971956.23682094 ,275054654.6165769 ,273078849.4900445 ,270256042.7874862 ,328279394.67891407 ,325955246.230423 ,322633264.76353836 ,277211397.38057935 ,275337574.3964853 ,272660536.3299288 ,270925151.5809712 ,269073270.6688396 ,266426785.57069156 ,287649732.29340184 ,285546473.85087454 ,282542561.16743445 ,293468426.02849054 ,291383337.24686396 ,288418023.7088914 ,290285656.9748666 ,287872489.4062427 ,284429441.4623025 ,264869744.94786865 ,262729207.324764 ,259671346.17751226 ,260873643.44506612 ,258900147.00643617 ,256080420.3738999 ,273667620.5373794 ,271586397.74914354 ,268612639.781743 ,288504119.1311311 ,286269017.53001606 ,283075501.74624145 ,340554367.2460964 ,337850420.87134737 ,333987336.42020345 ,280836350.4713201 ,278536938.5137668 ,275251674.4880117 
 02/08  18:00:00,234689625.2655384 ,233214349.81665817 ,231132943.4036777 ,258684287.83126643 ,256732723.42487794 ,253945094.56451845 ,257098532.5326445 ,255206514.9005734 ,252503154.5374301 ,263154926.93282962 ,261181131.50459367 ,258361063.7698251 ,295691713.4274624 ,293370409.31483567 ,290051314.7542151 ,264623963.83432055 ,262750696.48731464 ,260074480.94244578 ,259354863.69774598 ,257505234.9939954 ,254862182.6564219 ,271086895.70013314 ,269140899.6677665 ,266360072.7516091 ,278467287.6954453 ,276462521.028684 ,273598224.3623385 ,269935219.1424503 ,267869800.8017304 ,264919074.74049118 ,259791878.448971 ,257657637.41396835 ,254608218.593086 ,254282497.21043795 ,252310910.58367443 ,249493959.22754496 ,265004288.75259054 ,262924568.8596094 ,259953010.05747548 ,277841549.62475085 ,275607991.81038916 ,272416737.78183794 ,304585929.261231 ,301895107.8809551 ,298054630.85778904 ,270588982.26748765 ,268293456.52509752 ,265018812.32083565 
 02/08  19:00:00,284071479.47064406 ,282724119.80037177 ,280798084.34250396 ,301515393.3855484 ,299565851.45482683 ,296781088.18011296 ,299420302.4574067 ,297529475.1243797 ,294828523.0476346 ,305546212.5737599 ,303574108.8200182 ,300756456.1693722 ,310994626.05957574 ,309008066.3584226 ,306186963.3533287 ,309128413.84809345 ,307255644.3704364 ,304580133.0644188 ,304246679.4140905 ,302395912.38363695 ,299751084.4989156 ,314299102.4447849 ,312353650.0301477 ,309573651.09161294 ,321672465.1333568 ,319666381.7582603 ,316800022.7898865 ,312717347.2271676 ,310653251.92549175 ,307704440.0931357 ,305876769.2268049 ,303743981.6748159 ,300700937.1259614 ,300113390.16943914 ,298143098.2049371 ,295328029.9668552 ,310602058.97099084 ,308523526.7253039 ,305553706.3984518 ,322168693.4027362 ,319936231.40676796 ,316746585.9969946 ,325299336.04953235 ,323085748.114641 ,319921769.04278064 ,316165983.80962276 ,313871436.0667467 ,310593739.5689945 
 02/08  20:00:00,317585756.6227868 ,316219702.78926754 ,314271997.875066 ,331635790.36142856 ,329687672.5329287 ,326904907.54005754 ,329638129.14623374 ,327748605.848262 ,325048982.7882858 ,336141775.79298496 ,334171093.94688857 ,331355359.04798293 ,337126275.51571053 ,335298332.0832859 ,332686862.5761802 ,341170967.861251 ,339299265.0808844 ,336625292.4609359 ,336533424.27770126 ,334683568.2930607 ,332040202.1297427 ,345819999.0301641 ,343875346.459194 ,341096562.7096408 ,353396139.3073802 ,351390839.0656002 ,348525576.8497476 ,342646712.9351657 ,340583416.2270491 ,337635759.471658 ,337197275.87629575 ,335065333.60131615 ,332019268.4403897 ,331577544.01381046 ,329607320.23731333 ,326792281.69416225 ,342581571.7943767 ,340503568.5362302 ,337534967.8496396 ,352681124.59468305 ,350449506.6313174 ,347261100.0131836 ,353846930.1095833 ,351716533.38115263 ,348672213.06925446 ,347781622.4310481 ,345488531.6558804 ,342210426.00199324 
 02/08  21:00:00,337799646.00888604 ,336460340.0500408 ,334543697.1993823 ,345850451.7401774 ,343930166.1330997 ,341205833.4219314 ,344578080.740711 ,342688845.3985771 ,339989602.02562946 ,351975065.5726549 ,350004777.66656476 ,347189611.26188254 ,351470260.3873584 ,349643080.9261147 ,347032683.7245548 ,356520904.5075597 ,354649593.60435754 ,351976186.47028565 ,352489135.18568856 ,350639478.44168746 ,347996384.0128354 ,361182456.82470995 ,359238272.748138 ,356460200.6594744 ,368315355.5963588 ,366306979.1913552 ,363437016.33507216 ,356721208.91647136 ,354658069.9820347 ,351711513.3577033 ,352383560.5696053 ,350252977.0550651 ,347207302.48601276 ,346521846.10872245 ,344556932.2931335 ,341754476.9866807 ,357962710.27117044 ,355885373.6695274 ,352917300.1642485 ,367311505.54126984 ,365080546.7543503 ,361897199.4521994 ,367391328.4711122 ,365260992.71605414 ,362216772.4916074 ,362683953.42934585 ,360392853.7792131 ,357123743.62154084 
 02/08  22:00:00,329138114.6724497 ,327766955.8363056 ,325804343.44999367 ,330003614.6974896 ,328434932.15062886 ,326228149.4630491 ,327866164.5001029 ,325977247.64376104 ,323278495.1319277 ,334692753.9993265 ,332722703.6759057 ,329907943.96499443 ,333104781.1895671 ,331278140.77798045 ,328668520.34510016 ,338870882.9150457 ,336999478.70180386 ,334325939.9959273 ,335120796.63041687 ,333271457.3640389 ,330628875.2653463 ,342169619.6891498 ,340225493.7845529 ,337447507.6053038 ,349116429.9976576 ,347111710.70059144 ,344247380.94927216 ,338026488.8888643 ,335965001.66282237 ,333018827.0042616 ,335626875.8259443 ,333497062.5334582 ,330454302.6340162 ,329058874.53011215 ,327143019.2612343 ,324405383.7906236 ,340016331.0919091 ,337939399.75210077 ,334972029.9258713 ,348964943.6279897 ,346734565.01683277 ,343547616.8391591 ,349022167.90029037 ,346894714.36247194 ,343855564.13473314 ,345498952.7125765 ,343271497.1262879 ,340092199.79500234 
 02/08  23:00:00,241129431.10810328 ,239788363.22949672 ,237867550.86846703 ,241088734.5007837 ,239550761.64272255 ,237365770.66781875 ,222989767.7879405 ,221324881.4911763 ,219130105.70112294 ,226769171.08683357 ,224844077.37353495 ,222096354.45309088 ,223056131.44911754 ,221255984.4194702 ,218751753.614636 ,230599375.53270176 ,228729147.89230162 ,226053744.0497832 ,226155739.11493677 ,224306578.90111035 ,221664104.46383518 ,232490992.63922992 ,230546773.19650307 ,227768653.69452304 ,239354567.27827704 ,237351916.75254962 ,234490789.60671204 ,234238820.74813658 ,232557549.24292898 ,230168695.16282836 ,230223106.75445458 ,228473515.50711492 ,225927075.42898452 ,236405858.29564756 ,234905005.77239627 ,232796979.4099105 ,233958791.71272397 ,232228228.65088046 ,229760301.74238044 ,241504269.75173154 ,239545503.8096844 ,236783357.8531574 ,239856949.62546396 ,237729347.89394075 ,234689365.62987137 ,261703634.4491754 ,259863235.99314448 ,257360813.3240543 
 02/08  24:00:00,71780499.70928231 ,71779296.1719018 ,71777553.67694265 ,71684907.80832934 ,71679346.91530788 ,71674712.0306462 ,71125878.44021265 ,71113784.44904737 ,71099677.0087539 ,73573730.78522412 ,73561750.28694907 ,73544343.259662 ,76571548.25433484 ,76564917.31655824 ,76555402.98176253 ,82258129.95080175 ,82249274.15008438 ,82239597.80129135 ,78682520.94601017 ,78676738.4897567 ,78668031.31661367 ,80825411.14882803 ,80820375.05522762 ,80812881.70183317 ,83609836.02508995 ,83603967.52869526 ,83595263.98695582 ,72254197.36349845 ,72248395.82244411 ,72240179.57371773 ,70983142.83142738 ,70981635.218088 ,70979455.64706007 ,69892278.09209006 ,69888938.70033492 ,69881523.34723757 ,73227668.60532212 ,73215402.4209183 ,73197508.67768884 ,74845752.65375939 ,74836739.99128735 ,74823591.19147462 ,78484458.77516729 ,78480329.16700925 ,78473967.11316702 ,75104701.92399815 ,75103000.43561669 ,75101223.35935898 
