Date/Time,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 02/25  12:00:00,68313728.01912032,68325573.35270208,68340865.28317152,67556872.17080688,67571030.2707949,67590352.95182648,57421560.819619186,57723767.32667107,57687395.49989516,42615347.33487322,42615347.54823752,42615347.08685618,65724735.747711465,65724735.69668555,65724748.828235045,42593583.44060879,42593570.28319578,42593548.42053344,65540715.71987636,65540714.22922436,65519664.8462565,42595268.725844316,42595269.000477254,42595269.318758644,42602451.28613575,42602411.666963734,42602411.6587395,65653679.65667503,65653675.99437973,65653711.38460576,68104242.8399648,68132667.25499545,68170762.59154196,65730838.093306586,65730832.891868696,65730828.8669415,42615331.70291781,42615330.58011531,42615331.00540697,65659632.157404415,65660476.91462809,65660401.59285068,65555216.6308722,65555221.26291532,65555221.326674834,71858426.95903993,71898246.41383095,71951296.760619
 02/25  13:00:00,20820811.517475385,20834403.787288383,20851705.962278128,19586817.484646518,19589217.687488053,19592487.079709135,27725529.23257676,27428189.31158233,27463975.214427307,42289472.34486775,42289472.33487166,42289471.76301827,19558734.866893392,19558734.866893392,19558734.866893392,42273327.97373167,42273328.055618316,42273328.194719255,42253095.533667445,42253095.561734386,42253096.76978349,42278007.76336792,42278008.06825647,42278008.48946579,42258297.679627,42258361.77452181,42258361.768880755,19558734.866893392,19558734.866893392,19558734.866893392,19808792.276035275,19819811.517275166,19834691.81685617,19558734.866893392,19558734.866893392,19558734.866893392,42289453.03330639,42289452.04610399,42289452.4057661,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,45271671.91999869,45308712.20807957,45360550.9337762
 02/25  14:00:00,42314729.62047985,42316687.50449228,42319205.237686425,42248997.12179278,42248996.78464733,42248999.88830174,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42242805.68618038,42242805.71401604,42242812.63919755,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42242730.08025478,42242730.152171604,42242729.3479314,42242444.27250215,42242453.96300341,42242500.70539379,42245255.52285944,42245252.741920516,42245250.79968053,19558734.866893392,19558734.866893392,19558734.866893392,42243466.726853356,42243446.62991347,42243448.05857714,42229596.07437689,42229598.36712306,42229598.39514036,19793103.099089913,19803142.64480656,19817263.32976148
 02/25  15:00:00,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37189167.04646553,37189167.36215094,37189167.300462246,37188059.84380785,37188059.81681305,37188059.2422899,14508658.173050813,14508658.173050813,14508658.173050813,37179996.19984853,37179996.2681158,37179996.42632227,14508658.173050813,14508658.173050813,14508658.173050813,37180840.72859876,37180841.15132299,37180841.524059206,37177839.78693999,37177836.120700195,37177836.11244829,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37188039.166166514,37188038.1142409,37188038.586385176,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37195979.438668266,37195978.95849113,37195971.083743185
 02/25  16:00:00,37190037.12371901,37190037.87074457,37190038.64738643,37184740.92349054,37184740.61736345,37184743.623701125,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37177868.89012043,37177868.915588975,37177873.39456321,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37179406.35072989,37179406.4125032,37179405.691580445,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37180050.77417,37180030.60904609,37180032.03455451,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813
 02/25  17:00:00,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37182313.510490745,37182313.89023557,37182313.8195795,37181522.01313433,37181522.00173007,37181521.52292283,37182526.35626584,37182526.380912036,37182533.36085653,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37183456.38332367,37183466.0131028,37183512.76185125,37183285.90494777,37183283.090579346,37183281.15846965,37181500.835234776,37181499.85209744,37181500.2087979,14508658.173050813,14508658.173050813,14508658.173050813,37170988.061453566,37170990.34148456,37170990.37370063,37189911.91678928,37189911.47446965,37189903.481372416
 02/25  18:00:00,18417249.568344187,18421050.596445266,18426033.60253019,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,40884041.68060513,40884041.747794814,40884041.90393761,18256707.558267683,18256707.558267683,18256707.558267683,40886781.11601898,40886781.40433462,40886781.95891844,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683
 02/25  19:00:00,40878894.210360214,40878894.88558953,40877965.33759634,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,21874607.21267118,18256707.558267683,18256707.558267683,18256707.558267683,40875564.02600158,40875560.70827985,40875560.70239452,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683
 02/25  20:00:00,16954680.249641977,16954680.249641977,16954680.249641977,39572318.292404145,39572371.19113231,39571436.8423695,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39571503.17018834,39571504.0326875,35952969.82375147,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977
 02/25  21:00:00,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39569819.320781894,39569819.35021399,39569826.652213514,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,39569420.366386876,39569420.569475755,39569419.75157437,16954680.249641977,16954680.249641977,16954680.249641977,39570390.64254579,39570387.85131636,39570385.83012757,16954680.249641977,16954680.249641977,16954680.249641977,39569659.41965492,39569638.25067441,39569639.91876696,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977
 02/25  22:00:00,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,36799532.86534975,36799533.20951517,36799533.14446364,36799509.29103613,36799509.26120559,36799508.74895235,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,36798945.85182085,36798956.03457646,36799004.581836306,14183151.345894387,14183151.345894387,14183151.345894387,36799486.70538507,36799485.55510206,36799486.046623394,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,14183151.345894387,36800869.854619354,36800868.93799553,36800861.193221934
 02/25  23:00:00,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31852056.493442327,31852058.97460737,31852059.006458517,9238429.67915864,9238429.67915864,9238429.67915864
 02/25  24:00:00,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31851217.874321394,31851217.946111735,31851218.10980952,9238429.67915864,9238429.67915864,9238429.67915864,31851480.125708792,31851480.513242975,31851481.14369698,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864
 02/26  01:00:00,31850527.76355512,31850423.312099338,31850388.623123243,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31850072.883997492,31850069.541596524,31850069.532939628,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864
 02/26  02:00:00,0.0,0.0,0.0,22611659.62253615,22611659.446862333,22611662.656137526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611174.004863154,22611174.039147396,22610135.360861294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/26  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22611313.18107743,22611313.373709463,22611312.735932715,0.0,0.0,0.0,22611563.265751787,22611560.227842882,22611558.068593074,0.0,0.0,0.0,22611303.335640207,22611442.09418904,22611443.733144853,0.0,0.0,0.0,0.0,0.0,0.0
 02/26  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609868.49588917,22609868.52170702,22609875.906093277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609740.4942198,22609750.841226943,22609827.70632299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609709.741773404,22609709.377243064,22609700.90275705
 02/26  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,22609291.868008174,22609292.45285212,22609292.398213103,22609269.471440043,22609269.441390783,22609268.778115667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609245.280880783,22609244.13439733,22609244.66421389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 02/26  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22609061.19853304,22609063.581823807,22609063.614780925,0.0,0.0,0.0
 02/26  07:00:00,22514022.644754652,22575586.702213064,22660451.89255994,17029301.454099946,17109038.89907881,17219667.966683216,236683.57479018188,249432.11643048603,267424.14682923653,719826.1068354382,733486.6272566739,751969.4755561923,0.0,0.0,0.0,22609342.84226615,22609342.916762214,22609343.07698254,0.0,0.0,0.0,22609375.914319288,22609376.53934681,22609377.037749313,0.0,0.0,0.0,0.0,0.0,0.0,18578693.19145208,18672885.938147783,18804347.241883047,6782155.4668323845,6847010.999607908,6939698.319562776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25883067.94665097,26028760.104786433,26239792.914901275
 02/26  08:00:00,49694159.482180946,49731849.16496069,49783919.79347731,17578692.90400966,17614484.461355228,17664468.00884215,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,31855581.811428197,31855578.273384303,31855578.26756619,9238429.67915864,9238429.67915864,9238429.67915864,20878217.489576776,20953567.450620025,21066729.81728136,14086465.254030986,14132932.097787308,14198753.340447405,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,9238429.67915864,24156913.6798466,24245450.936304126,24352185.662803385
 02/26  09:00:00,23750028.26357557,23780885.685376458,23823341.019698475,37130537.73884879,37155811.44049341,37190458.98245127,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,32833021.012840625,32833021.02440389,32833026.26823198,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,16009837.597216422,16050056.896296188,16105926.314199213,10756436.422504693,10772944.548466306,10817668.737362964,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,19789983.758094676,19839748.785259143,19910902.481121127
 02/26  10:00:00,19887021.726616323,19906915.0585104,19937007.988375716,12369387.795714026,12391446.854178868,12421635.524643641,32883808.884461388,32883809.303438365,32883809.275495835,32882927.178972825,32882926.981773503,32882926.294418775,32874135.80070197,32874135.830935553,32874143.98380016,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,10214950.160627918,32866160.143387783,32866160.004058566,32866160.226623718,35035180.69938052,35065065.88919399,35107252.28037189,32861110.852971934,32861107.137002386,32861105.812510338,32883647.65464157,32883646.068592735,32883646.65607761,32861909.415472038,32861947.758145273,32861819.39456352,10214950.160627918,10214950.160627918,10214950.160627918,39985620.62786516,40023451.77678508,40080169.71403056
 02/26  11:00:00,48375426.90831785,48392632.673050344,48419998.63528453,17851766.483015917,17866692.3772866,17887349.151793234,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,39950367.222330175,39950367.29365318,39950367.41242893,17280187.076798405,17280187.076798405,17280187.076798405,39948802.48415477,39948844.304550536,39948901.77611104,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,18249588.900373403,18274542.459906008,18309911.047574725,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,17280187.076798405,39942833.63348347,39942836.11038963,39942836.142584056,23279008.573895156,23316911.965685587,23372020.87773384
 02/26  12:00:00,48601250.12339594,48618901.115920685,48645146.24600218,65657030.47901878,65657030.46804436,65657040.0831229,65724516.3737263,65724517.373189434,65724517.25349319,65712475.653203025,65712475.45356022,65712474.41036399,65694047.76284849,65694047.932929784,65694077.78594705,42603348.44589816,42603348.50299494,42603348.598002866,65548188.296896614,65548188.31915624,65548198.37020483,42604871.98096381,42604872.45486178,42604872.90939188,65518628.03887152,65518621.600938,65518621.58324856,65639072.164480686,65639072.3691665,65639071.13485528,65702675.657994784,65702099.35991426,65700465.73629636,65670025.42306843,65670019.94778865,65670016.66520909,65713568.36922842,65713566.073531926,65713553.357085295,65645089.70172728,65645051.04909914,65645054.06268544,42573486.297020525,42573488.36467253,42573488.394990616,69424965.73266311,69463168.30494961,69518664.5429001
 02/26  13:00:00,46017900.829780295,46037994.254806556,46066473.46364273,42265391.962203085,42265391.656915866,42265394.629348986,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42265529.5833376,42265529.66580291,42265529.80308122,19558734.866893392,19558734.866893392,19558734.866893392,42266891.19262192,42266947.46323188,42267020.50805622,42248856.152796924,42248852.965791404,42248852.95899874,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42254975.77193021,42254977.93827435,42254977.96844125,43576830.95428842,43613306.10458241,43666201.4880562
 02/26  14:00:00,21413268.269649874,21433822.756753713,21462048.949436147,19558734.866893392,19558734.866893392,19558734.866893392,42244500.67180629,42244501.13389448,42244501.08060473,42241642.00132634,42241641.968687996,42241641.53125328,42248711.23878991,42248711.26967228,42248718.061584994,19558734.866893392,19558734.866893392,19558734.866893392,42244844.01649381,42244843.91291005,42244848.965833925,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,42242692.328398354,42242692.42009589,42242691.586269714,42250275.76326286,42250285.37315927,42250331.92081587,42253148.01721712,42253145.407783926,42253143.46036976,42241525.522273205,42241524.478717424,42241524.594078265,42245654.37646635,42245634.041245006,42245635.58616174,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392,19558734.866893392
 02/26  15:00:00,37921070.538198814,37943590.392875776,37975422.79709548,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37178272.944586605,37178263.029267505,37178246.72413699,14508658.173050813,14508658.173050813,14508658.173050813,37179490.83277987,37179491.13901748,37179491.74204779,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37172799.64498238,37172801.8808274,37172801.913133025,14508658.173050813,14508658.173050813,14508658.173050813
 02/26  16:00:00,14947680.759544887,14959168.93454596,14984242.508461557,37186249.1361298,37186248.8239803,37186251.96283132,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,37183031.95526554,37183031.98031232,37183038.90074502,14508658.173050813,14508658.173050813,14508658.173050813,37177219.62264928,37177219.65671469,37177224.569229886,14508658.173050813,14508658.173050813,14508658.173050813,37176711.718011126,37176708.463696525,37176708.455426365,37179381.89951296,37179381.9680818,37179381.17399949,37183884.36990352,37183894.24014644,37183941.49577461,37183971.98217438,37183969.38018446,37183967.33338536,14508658.173050813,14508658.173050813,14508658.173050813,37180005.46890412,37179405.79834812,37179197.000831135,14508658.173050813,14508658.173050813,14508658.173050813,37191609.167125806,37191608.78926985,37191600.33016279
