Date/Time,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 01/15  09:00:00,241868273.18984297 ,240029732.4124175 ,237402186.73118463 ,260933205.06916818 ,259276707.2191828 ,256907847.37307602 ,254241920.49963087 ,252598392.39917177 ,250247942.26991516 ,257569735.54456136 ,255886326.8640954 ,253477058.63531554 ,250818239.75333577 ,248929894.16843948 ,246231875.29695976 ,260070493.98164728 ,258040208.38039204 ,255141201.4566937 ,257885319.51063946 ,255859306.17008778 ,252963128.8314622 ,261570388.9668108 ,259525633.75071386 ,256604310.007007 ,264121040.69194737 ,262032732.33069316 ,259049188.37218186 ,263248615.17091504 ,261140316.2019312 ,258130203.5341305 ,281924491.8427028 ,280112603.641925 ,277533859.4695952 ,271088275.324244 ,269355725.4671663 ,266879963.0421952 ,278266225.1678836 ,276455763.5044443 ,273876166.2150237 ,274956165.7742762 ,272848537.2987985 ,269857925.5800036 ,276283357.39588887 ,274019471.8810223 ,270788972.35972744 ,307826771.6699066 ,305865298.79238117 ,303099704.86387223 
 01/15  10:00:00,287076785.24804616 ,285235173.96198374 ,282599390.47471225 ,298833895.41488016 ,297173472.0756689 ,294799268.6084194 ,292987027.5855275 ,291341945.2595144 ,288987551.2509843 ,296174527.86194307 ,294480563.72083247 ,292062292.810266 ,298155374.57663614 ,296187274.44046724 ,293378110.7414203 ,307411403.2911273 ,305380890.2226472 ,302481510.2975541 ,302694229.29117554 ,300667880.10462636 ,297771248.290218 ,310804262.29410183 ,308755684.7798115 ,305828089.0564588 ,313978781.3436699 ,311890573.85474986 ,308906458.6382234 ,310519716.99442303 ,308396222.5601913 ,305361227.74168193 ,311854729.9007574 ,310008929.0503223 ,307369106.521918 ,310978541.9418393 ,309197852.77819914 ,306720091.6736152 ,318345360.603858 ,316536943.4451964 ,313949446.26421696 ,318956154.2797546 ,316598308.16210675 ,313236951.53387463 ,322815735.49025244 ,320549424.2245794 ,317311753.8179976 ,319285550.3728614 ,317237472.2276432 ,314373940.38891935 
 01/15  11:00:00,268149086.11568314 ,266304108.55652064 ,263665357.60776284 ,274283325.83776486 ,272618332.1032381 ,270237705.2394486 ,270781294.99806935 ,269138797.83719456 ,266788656.02795768 ,271800044.1868571 ,269942832.63162524 ,267347306.50969815 ,280441218.29301894 ,278477773.49580204 ,275672225.062191 ,288686576.98827285 ,286655926.6931598 ,283756425.64611864 ,283177533.4394234 ,281151056.13053125 ,278254178.54828024 ,292656232.88850987 ,290607195.59385157 ,287679696.3422781 ,296325546.2933995 ,294237010.6159973 ,291253082.0448013 ,297016247.9483988 ,294762767.84520996 ,291544926.6433487 ,283713039.05179286 ,281662190.9307913 ,278734183.5091373 ,288302166.6937574 ,286570783.6352594 ,284090916.19910586 ,295783919.9085 ,293973286.7196297 ,291380883.290293 ,299491734.4017656 ,297123267.0139793 ,293738751.2211025 ,302867784.3522292 ,300601447.77353734 ,297363724.15021026 ,294381501.9321001 ,292049762.00924957 ,288736034.159714 
 01/15  12:00:00,273203983.0428172 ,271329385.0463257 ,268648770.9585793 ,268719906.70479167 ,266732642.62035334 ,263893693.50328952 ,267720170.39015412 ,265749661.70835355 ,262934666.97458318 ,271657358.03512806 ,269630400.5002032 ,266734635.6622997 ,283429882.12608176 ,281462105.08841825 ,278650048.85561764 ,293169936.660917 ,291139371.980791 ,288239917.85115296 ,283427622.63544774 ,281401275.6475977 ,278504662.51314294 ,294859140.75599223 ,292810074.7589185 ,289882561.5776335 ,299713196.36070114 ,297624614.73875225 ,294640626.51173115 ,331104078.8369639 ,328413631.57392657 ,324577182.5715412 ,285771100.0612077 ,283548033.75799936 ,280372930.37611866 ,272875113.44321156 ,270984891.6088783 ,268341824.4424824 ,280694666.9814042 ,278856222.4332692 ,276226062.6029885 ,300741200.5031896 ,298373244.5377745 ,294989306.22912526 ,309763034.63237065 ,307227029.6591749 ,303628853.50981736 ,296401472.67321265 ,294019561.5844923 ,290616587.5014716 
 01/15  13:00:00,275358828.8224758 ,273486619.51638764 ,270810114.6701836 ,268926679.9645597 ,266939215.2815445 ,264100021.70978194 ,268220487.1487076 ,266239460.57287225 ,263409002.01056588 ,274253762.4363121 ,272228275.4367275 ,269334619.1230919 ,286247884.2128295 ,284142767.52276194 ,281154198.6592267 ,296639253.694198 ,294518134.33458847 ,291502182.3071787 ,282712240.9555753 ,280685970.91016614 ,277789573.4926723 ,293990704.3834066 ,291941264.07936376 ,289013183.5983887 ,302829534.1626876 ,300541473.59832406 ,297311427.2648866 ,357222251.04924715 ,354537584.2178598 ,350706281.60464394 ,287794900.31939024 ,285585782.6976718 ,282430818.37629914 ,272708718.5058494 ,270685172.66235733 ,267796903.06655973 ,280913790.13624614 ,279076737.2617138 ,276461161.0772813 ,302380938.62501925 ,300013493.13184005 ,296630745.5105145 ,320480699.99278986 ,317673038.72781116 ,313660189.996236 ,298335893.5917777 ,295954332.92757034 ,292551793.0955485 
 01/15  14:00:00,275297676.40510815 ,273425520.83991253 ,270748879.70153576 ,269881206.0308713 ,267859770.30643147 ,264972445.01283073 ,269998728.165664 ,268014867.73481852 ,265180090.36481762 ,279287036.9089406 ,277248940.3518722 ,274345653.7119292 ,285725902.2023628 ,283759949.97729355 ,280950621.6332945 ,296184373.8394577 ,294153807.62119234 ,291254206.1753657 ,283075299.80398965 ,281049047.83410746 ,278152808.88111556 ,294643252.85572445 ,292593766.0928504 ,289665622.2043039 ,317320176.649829 ,314726027.57240444 ,311023738.86537635 ,375425722.9945215 ,372747580.0025785 ,368926263.1352643 ,288297590.86347437 ,286086777.96402794 ,282930954.15127057 ,272697309.8371172 ,270676073.43168515 ,267787416.6454182 ,279764621.99452424 ,277919980.8764476 ,275282942.37022924 ,303186906.21113586 ,300819474.7707831 ,297436816.5527338 ,320560204.3379368 ,317723720.3521204 ,313670158.85498494 ,299045236.93350273 ,296662685.2452418 ,293258967.63261974 
 01/15  15:00:00,272088926.79568994 ,270216149.814735 ,267538747.5426005 ,271851463.75650007 ,269822703.39319205 ,266921933.81601286 ,273728630.327187 ,271744583.68909985 ,268910365.0314602 ,280942350.9700766 ,278912415.24766845 ,276012081.22067106 ,283791763.2626218 ,281825895.6031642 ,279017157.7227329 ,293649493.0398533 ,291618942.40251034 ,288719292.1482325 ,284530330.4378772 ,282504051.87466526 ,279607823.29946333 ,294728646.06326556 ,292679163.439862 ,289751025.9311892 ,305392207.23526025 ,303103191.93464035 ,299839187.6240182 ,373725394.4492506 ,371048830.5621325 ,367230141.30485916 ,288173436.46799976 ,285957719.07642597 ,282793459.32624483 ,272584660.1621946 ,270547071.98899037 ,267646145.91328925 ,278894042.0768852 ,276983475.310291 ,274343447.99310917 ,301984910.83573693 ,299611673.4109723 ,296229068.03940713 ,317569630.23654 ,314734218.83093554 ,310681677.857263 ,298518234.29507035 ,296136418.25200784 ,292734046.7805943 
 01/15  16:00:00,266640446.43468943 ,264767230.20181963 ,262089720.9432575 ,272685367.10446805 ,270664021.2075795 ,267774852.52822378 ,273955778.63115 ,271962256.1177945 ,269113915.50536126 ,279520320.4332721 ,277496291.8183711 ,274590567.8134049 ,281315455.2513202 ,279350011.1319796 ,276539566.04585075 ,290980950.8529321 ,288950500.22598636 ,286050989.91455525 ,283145074.3439782 ,281118897.23646337 ,278222882.0827514 ,292976189.75475645 ,290926838.52744645 ,287998899.2840457 ,298926398.74518704 ,296837763.31307644 ,293853712.8023397 ,329397282.3457116 ,326717525.45210636 ,322896956.93986213 ,286281883.409415 ,284068547.9171734 ,280909427.24889326 ,272601315.67531836 ,270540769.0779624 ,267603159.34002268 ,278900454.98035544 ,276775576.6315898 ,273805493.09633523 ,300089445.67262065 ,297715300.1861288 ,294326278.32042164 ,315773577.0843152 ,312938791.0427257 ,308888529.8354838 ,296937810.0447131 ,294557079.9935284 ,291155929.3584094 
 01/15  17:00:00,265621790.07177043 ,263750136.4620836 ,261074867.9194038 ,271290896.17160606 ,269273510.994799 ,266390478.40917152 ,271735442.36133444 ,269754851.3725475 ,266928353.49759802 ,276617045.3106812 ,274583838.94121826 ,271676769.34015983 ,278457802.9635622 ,276492577.65725565 ,273684548.1138991 ,287462628.9381515 ,285432386.8605456 ,282533038.0895682 ,280416772.0172571 ,278390793.9045903 ,275495112.81556565 ,289804401.9687062 ,287755350.2558898 ,284827855.7884588 ,295130583.9641588 ,293042111.6040084 ,290058298.26373816 ,295726816.5231684 ,293458819.32947993 ,290221273.1503225 ,283295070.10250735 ,281105307.77779293 ,277976167.7851091 ,272700193.13374496 ,270639544.83369905 ,267696967.62827978 ,279044993.93393636 ,276918031.2614477 ,273877930.74894357 ,297092345.4598024 ,294724921.2548906 ,291341141.91056746 ,301474412.1746864 ,299058871.7002044 ,295615719.9074688 ,293434469.67356 ,291060039.90058696 ,287668078.8516512 
 01/15  18:00:00,260094845.26711178 ,258225513.87058163 ,255553618.80207705 ,265757688.9960933 ,263763019.0526341 ,260915791.38176867 ,265890962.09544265 ,263913587.00425863 ,261088585.6975654 ,269720876.0417523 ,267692509.63886818 ,264798396.7568465 ,271119759.47080994 ,269153474.5814744 ,266346828.13692063 ,279333851.36715925 ,277303785.9499714 ,274404576.81594086 ,274945298.26802987 ,272919502.22537184 ,270024043.92833936 ,281858886.486662 ,279810090.8441549 ,276882977.7975403 ,286852739.5852891 ,284764456.8699638 ,281780927.041105 ,285598221.8528382 ,283472904.7036756 ,280438364.0941683 ,276966553.61597425 ,274774038.7803193 ,271646682.0980509 ,269193944.0975046 ,267164858.25974602 ,264273134.59217083 ,275448485.8884237 ,273324878.9212719 ,270489337.7625933 ,291566529.93670803 ,289200831.20973766 ,285820844.0619345 ,293956555.07168937 ,291690678.5634941 ,288453619.65450954 ,286756324.95330155 ,284389597.9189126 ,281008264.3362473 
 01/15  19:00:00,309592169.319546 ,307957650.02507997 ,305666928.37957954 ,313334622.45574325 ,311350498.2489028 ,308537365.00982827 ,313833383.300645 ,311889456.59464914 ,309113757.36925906 ,317779039.8951852 ,315773851.21878856 ,312929607.1601523 ,319517179.29276264 ,317549451.9618921 ,314737222.7171926 ,329223005.7039689 ,327193115.6621894 ,324294062.4301176 ,325770374.42278755 ,323745021.57721174 ,320848921.92838335 ,331016059.38841367 ,328967838.13794124 ,326040686.9933362 ,336374359.73497427 ,334286345.1443925 ,331303184.40735555 ,335105903.94916844 ,332980627.6011044 ,329946168.92847 ,325838219.6115866 ,323880213.7936491 ,321084187.3327733 ,326957419.85927176 ,325276283.2087015 ,322870472.6153984 ,335055368.1279135 ,333264589.2262392 ,330688684.32956827 ,339537790.99149984 ,337161569.3062089 ,333767597.3114438 ,344165502.7164711 ,341899824.4621995 ,338663063.30885625 ,342094047.8100486 ,340128522.9482131 ,337351677.2308742 
 01/15  20:00:00,347434805.0166403 ,345920913.4511944 ,343764178.62902486 ,346554658.70041454 ,344752364.4438584 ,342307366.5608843 ,347719838.0267675 ,345755138.6961282 ,342947066.7060793 ,353035749.41941804 ,351037827.5032327 ,348180759.92281115 ,352460672.74564797 ,350503638.7249721 ,347710309.59908414 ,364924603.3676729 ,362891904.4199637 ,359993052.4330504 ,361314722.3055341 ,359289370.78894126 ,356393470.6749839 ,366141841.9133346 ,364093343.1555047 ,361166526.68136406 ,370853599.54406 ,368765686.0710779 ,365782709.00537044 ,370144613.54461974 ,368019731.4369619 ,364985486.2419964 ,364489236.79515046 ,362657362.11230695 ,360038410.8113849 ,359150016.2786745 ,357433699.2342968 ,354979094.0842899 ,367121806.87687135 ,365312084.41176724 ,362717789.7064308 ,372667180.0305232 ,370296265.4443751 ,366908543.0295998 ,378567137.45601743 ,376301527.1161275 ,373064831.88742816 ,381115825.99503785 ,379124635.02809453 ,376280393.93925846 
 01/15  21:00:00,366963186.54396355 ,365456940.0446574 ,363302792.36882186 ,363402543.5123115 ,361707488.1218241 ,359286401.41450083 ,364484440.2254624 ,362501563.7488157 ,359666088.3907757 ,370107992.39855 ,368110300.22546655 ,365254508.47591245 ,367530708.19878155 ,365603082.81524754 ,362847693.0056516 ,380851070.3976799 ,378821308.7712023 ,375922331.92723477 ,377101802.50860083 ,375076224.34679866 ,372180294.77459353 ,382351715.74365383 ,380302976.2949763 ,377375856.24931544 ,386279116.2953095 ,384191231.48189116 ,381208290.91871315 ,384894793.59443355 ,382769862.55384755 ,379735356.32895803 ,382038856.64609873 ,380204447.7494259 ,377581805.44560796 ,373980377.8845883 ,372260699.2911774 ,369801482.4064913 ,382887044.8615475 ,381026341.728105 ,378358807.25319356 ,387347132.1239077 ,385017461.2287608 ,381769024.1964336 ,394136786.63866603 ,391871281.64091873 ,388634774.9875348 ,403816484.4712372 ,401631742.99927074 ,398510012.1251903 
 01/15  22:00:00,352746993.6566877 ,351237465.96541864 ,349079254.3596856 ,347760066.06363916 ,346063851.0282395 ,343669567.7753612 ,347472637.0689811 ,345498366.6386956 ,342676223.83232856 ,353052646.6135586 ,351055037.1425746 ,348199314.84901476 ,350513943.10590065 ,348704490.88358676 ,346155699.7822926 ,363147801.0148711 ,361118034.5829323 ,358219072.32352006 ,359576997.07791543 ,357551186.9509063 ,354654905.23966265 ,364914906.66424465 ,362865943.427212 ,359938553.73451984 ,368670440.4008327 ,366582416.01865864 ,363599220.9091201 ,366615408.16906846 ,364490219.18461657 ,361455416.87506586 ,367496041.7251992 ,365659224.74033666 ,363033346.12097037 ,359223877.5102475 ,357503406.1928371 ,355043189.6953036 ,366677232.35596657 ,364824888.19424635 ,362170209.0273155 ,372799615.18896234 ,370839426.7914226 ,368035937.79571843 ,376932185.7814995 ,374666661.2565742 ,371430092.54573053 ,393933693.5976887 ,391748817.37800574 ,388579939.707293 
 01/15  23:00:00,259441148.99685806 ,257933426.20933878 ,255778634.47345984 ,254487234.0933852 ,252814539.14002022 ,250410966.3674799 ,250037530.74680024 ,248383068.67444372 ,246036256.34501845 ,254391667.07163167 ,252688927.0265196 ,250254293.9842664 ,257163427.33231777 ,255550971.9030189 ,253245929.7677077 ,262141876.83984113 ,260112045.32916373 ,257212950.12380186 ,259068609.49173832 ,257042653.94506845 ,254146124.86120492 ,263941204.9399072 ,261892120.9247182 ,258970174.84841698 ,267923960.59022692 ,265835632.76527947 ,262851987.6872222 ,267690592.14130312 ,265809469.06007105 ,263157537.11648467 ,273774119.6146974 ,271939073.128308 ,269313271.59334785 ,267811621.4407245 ,266087687.1915098 ,263622659.96125007 ,273610785.9620168 ,271795367.78850293 ,269195956.8067202 ,282853341.6762785 ,280923354.3847471 ,278159982.1197867 ,276701162.6700904 ,274435396.7254254 ,271198440.3196585 ,304733104.96137065 ,302685877.33725053 ,299783340.2370593 
 01/15  24:00:00,82447030.4267174 ,82148430.16801001 ,81719244.74637428 ,84246928.70887071 ,83928032.4630211 ,83472615.4281854 ,84820784.738703 ,84498185.70848253 ,84037578.94212416 ,87245330.84308499 ,86908779.38421887 ,86431438.29977113 ,86329441.31552681 ,86012761.55497678 ,85559705.45299722 ,93998180.62860909 ,93672300.52355312 ,93207467.73851006 ,91466639.95311809 ,91141906.26571919 ,90676761.528374 ,94635208.93204117 ,94302043.38278726 ,93825831.71584989 ,97334535.04741476 ,96993587.0319127 ,96506228.06799957 ,93558968.73422447 ,93213449.7666689 ,92724797.80946717 ,86816142.59419769 ,86464021.39281712 ,85960970.10020065 ,84815398.90490729 ,84497848.20614666 ,84098146.51364227 ,86327932.96086055 ,85980297.54284497 ,85483647.74838987 ,90311564.236833 ,89927291.3147189 ,89378393.56784844 ,98732274.393806 ,98365339.60215138 ,97841018.97101669 ,92308837.82317017 ,91957361.28084147 ,91529874.30309471 
 01/16  01:00:00,34006298.731788635 ,34004669.217709325 ,34002324.441451885 ,34876608.847978614 ,34875340.051399626 ,34873664.146846965 ,35033086.17252518 ,35031516.73769497 ,35029423.741171606 ,36166228.69873006 ,36161318.20809318 ,36154199.50981402 ,35693451.70068597 ,35689491.589630134 ,35683418.92856345 ,40995418.504110664 ,40992164.757842295 ,40987853.57089619 ,38545386.52260646 ,38541567.2897894 ,38535327.14316171 ,41797526.186497696 ,41792418.69789403 ,41784894.973138176 ,42945119.863867834 ,42941648.98714391 ,42936415.97781694 ,39923584.43091194 ,39920197.939381175 ,39915817.06207773 ,35786476.9659591 ,35785378.130423486 ,35783797.74390469 ,34885257.27281327 ,34884261.48440716 ,34882841.032359704 ,35531606.53851238 ,35530707.33858095 ,35529407.719707005 ,36780539.26387294 ,36777933.8353646 ,36774109.66681295 ,42914495.72473873 ,42910802.26691486 ,42905410.18215455 ,39873499.95408213 ,39872410.632454716 ,39870672.2313438 
 01/16  02:00:00,33883722.45483069 ,33882182.719192326 ,33879958.56544947 ,34703175.66738614 ,34702017.574991256 ,34700480.7590741 ,34912737.49509505 ,34911371.7161211 ,34909516.11798543 ,35889247.12356147 ,35884569.88002912 ,35877793.30986615 ,35697960.37244457 ,35693414.57410866 ,35686465.93259689 ,40294957.34242107 ,40291779.45569284 ,40287537.28104506 ,37778612.76494022 ,37775191.02508271 ,37769768.958653845 ,41277404.48762484 ,41272383.57722016 ,41264991.73176986 ,42373648.203074984 ,42370329.259242155 ,42365320.90695895 ,39014711.185925394 ,39011563.90197184 ,39007466.34184335 ,35729456.525512286 ,35728440.53146996 ,35726996.36980394 ,34757499.42596374 ,34756579.0507753 ,34755271.894848906 ,35439687.07993673 ,35438833.98788069 ,35437616.88143414 ,36419040.1797176 ,36417811.10804233 ,36416080.86716152 ,41795593.12978851 ,41792080.71632508 ,41786955.28739687 ,39564198.371338636 ,39563157.20925337 ,39561501.43721984 
 01/16  03:00:00,33784222.52116372 ,33782740.90133051 ,33780606.648684934 ,34568151.7124061 ,34567080.98066126 ,34565642.693199545 ,34823370.87163164 ,34822155.97292255 ,34820475.03013919 ,35615474.40927217 ,35610943.769738704 ,35604356.25377534 ,35356164.94652028 ,35352228.14775482 ,35346243.38241801 ,40113859.521120526 ,40110734.94543367 ,40106515.39826087 ,37498965.91174819 ,37495710.71001195 ,37490520.77970457 ,40888728.84578249 ,40883701.00823997 ,40876298.51563914 ,42300188.25785562 ,42296874.60302578 ,42291872.98996996 ,38055325.939359844 ,38052704.29203188 ,38049267.175358325 ,35659584.852522396 ,35658641.134938754 ,35657307.971627034 ,34646985.42374307 ,34646033.70595367 ,34644680.99506045 ,35342479.922749266 ,35341636.08248961 ,35340446.15267053 ,40501926.68087553 ,40500993.985730134 ,40499690.107095875 ,40880705.64342336 ,40877274.159489736 ,40872265.502656475 ,39348406.840692386 ,39347366.886123024 ,39345713.33537978 
 01/16  04:00:00,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28339576.652129356 ,28335074.18954549 ,28332242.400259674 ,28581814.42145685 ,28580295.29915059 ,28576995.855599694 ,32445720.436142333 ,32443088.375298634 ,32439541.467946928 ,29924562.781396493 ,29921983.047619395 ,29917777.83643754 ,32584240.334045216 ,32580138.717750043 ,32574130.48289228 ,33871643.70659587 ,33868913.70574555 ,33864790.230476096 ,29973483.52174999 ,29971989.210559662 ,29970025.78313835 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,31305705.15511781 ,31302969.688122846 ,31298992.40829649 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 
 01/16  05:00:00,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28236501.616676178 ,28235359.26109788 ,28233623.055863976 ,28417344.18826766 ,28416640.27588649 ,28415521.465736974 ,32618116.478141777 ,32615424.909748863 ,32611825.75833188 ,29840871.11651166 ,29838034.35479735 ,29833442.410024546 ,32455776.60875952 ,32451649.95619291 ,32445609.99535516 ,33639243.14326614 ,33636516.46954641 ,33632399.83345557 ,29373004.458172876 ,29371558.931411132 ,29369655.802216537 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,32515059.472043477 ,32515059.472043477 ,32515059.472043477 ,30678322.874015786 ,30675619.47359293 ,30672373.46474609 ,32515059.472043477 ,32515059.472043477 ,32515059.472043477 
