Date/Time,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 01/01  12:00:00,24196856.063054107,24202040.022491943,24209917.169765193,39673801.231145576,39673801.23116253,39673801.2664987,39671743.298703715,39671743.29417454,39671743.29416753,39670466.84649332,39670466.846876174,39670466.84687789,39671797.29003306,39671795.05412392,39671795.652119115,39664189.13766058,39664189.1376517,39664183.409060866,39664356.1495661,39664349.86619894,39664356.14380722,39664556.61351319,39664556.32110411,39664555.94346847,39663357.44013122,39663357.52474719,39663357.524753764,39667937.785268575,39667937.78585583,39667933.07233219,39673274.021643326,39673274.0216489,39673281.84180471,52822674.57993579,52826031.8724121,52831337.88821623,39671263.4482383,39671263.465009555,39671263.46501015,39669865.43553303,39669865.385145694,39669865.473816276,39666751.89051658,39666750.421221584,39666755.5963044,32982003.046055924,32989082.910267923,32999479.52935964
 01/01  13:00:00,24268394.090628557,24273478.238072526,24281219.187828217,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,31240110.081823677,31243444.063871495,31248722.9521442,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,30112012.75221142,30116747.369611748,30123683.447878923
 01/01  14:00:00,48412046.19031698,48417108.09716738,48424816.31734578,41854427.592227764,41854427.01759318,41854427.00036482,41852580.321632534,41852580.367353715,41852580.36734633,38083229.98068842,38083912.313273534,38075481.399761245,41852599.12494751,41852599.063686535,41852599.070574716,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,41854265.40173259,41854266.02709191,41854271.70720894,54228941.719836086,54232282.692879096,54237582.36230304,41852434.74177323,41852434.755955175,41852434.75595592,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,52704095.20346767,52708314.880163915,52714477.21884188
 01/01  15:00:00,20501146.43818278,20506092.57492475,20513607.936200008,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,18276621.077381723,18275938.91021527,18284367.992344975,14508658.173050813,14508658.173050813,14508658.173050813,37121858.534722015,37121858.53467311,37121853.73143087,37121902.36507538,37121897.20307477,37121902.424542904,37121954.652419,37121954.644737855,37121954.635332614,37120865.90598683,37120865.908002436,37120865.90800926,37123747.12992841,37123747.13048625,37123744.79488507,14508658.173050813,14508658.173050813,14508658.173050813,26053012.859634403,26056359.10249117,26061677.309473373,14508658.173050813,14508658.173050813,14508658.173050813,37125351.24653342,37125350.69633314,37125350.66605803,37119445.39724016,37119445.40778378,37119445.393447325,27273302.267798983,27280180.39241492,27290298.555004887
 01/01  16:00:00,19565545.307524864,19569847.161777124,19576319.26581791,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,24289017.741314787,24292346.61524426,24297647.37713123,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,30767303.277960632,30776749.268238306,30790624.48294605
 01/01  17:00:00,18747461.090274118,18751793.733991425,18758301.29980487,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,21871745.18146451,21875094.21773525,21880437.669474952,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,31139796.765721746,31149411.03672172,31180932.591125846
 01/01  18:00:00,23556302.051114496,23561484.510293454,23569328.393515658,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,25655396.74663185,25658786.78696681,25664206.572203297,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,35053521.55021245,35068541.716027476,35081502.633712746
 01/01  19:00:00,19155225.37288549,19157366.277587492,19160464.91241056,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,19192760.172422785,19193883.504405886,19195706.295204036,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,26394463.123548854,26398943.03131125,26405514.40413142
 01/01  20:00:00,110929087.33227317,110929087.32813975,110929087.32838209,87160851.65107714,87160851.53339219,87160851.45974316,87115210.60738362,87115208.31750035,87115208.31748223,87087350.05543387,87087350.05645026,87087350.09827986,87116509.7015116,87116509.68619001,87116509.6961278,87210683.452581,87210683.45262063,87210668.46672425,87251659.5026316,87251643.3084172,87214879.38460657,87219885.770445,87219885.69189036,87219885.72032458,87189680.83518271,87189680.8396698,87189680.8394757,87230556.41946948,87230556.3892168,87235872.33378994,87149186.48471762,87149186.68676496,87149208.87434801,87129128.80225584,87129129.07602061,87129129.08550565,87104730.99113564,87104731.04003647,87104731.0400388,87074186.32672185,87074186.0200738,87074188.27170269,87109613.87793219,87109613.8980545,87109613.8546698,114060405.49535728,114064793.52416617,114071231.75167839
 01/01  21:00:00,45756332.17535426,45759148.271911085,45759158.75984453,63084187.81250262,63084187.81405911,63084187.7740867,63063298.858654276,63063298.83621542,63063298.83682343,63051727.05635001,63051727.05674131,63051727.056157455,63063529.208654344,63063529.229759544,63063529.21637274,62981890.86845995,62981890.86877366,62981882.14405533,62983389.76395877,62983380.28788198,62983394.454920635,62985187.91421899,62985187.90936388,62985187.933210716,62974369.04149108,62974369.044406906,62974369.04461686,63016358.28568433,63016358.28331728,63016351.72059412,63079251.39805412,63079251.39683634,63079263.36525491,63070794.053347334,63070794.21684149,63070794.207871094,63059050.722891465,63059050.7499997,63059050.750001356,63046179.596573606,63046179.51022631,63046179.5100362,39951828.11965078,39951828.12543143,39951828.11203009,65558090.328489915,65562357.63953744,65568616.97569587
